en,es,description,file,hash
"Measure 1: Restrict number of failed attempts","Medida 1: Restringir el número de intentos fallidos",,site/modules/FrontendForms/FrontendForms.module,5bfa0474e524b8ae2987579a69cc4dfd
"Max number of failed attempts","Número máximo de intentos fallidos",,site/modules/FrontendForms/FrontendForms.module,e446ef24e3fe0ea378879d31137081d6
"Please set the max number of failed attempts for submitting a form.","Por favor, establece el número máximo de intentos fallidos para enviar un formulario.",,site/modules/FrontendForms/FrontendForms.module,12aed548ee688777aedc68a3ffeaa02d
"If set to 0 then this feature is disabled. After reaching the limit the user will be blocked by using a session and all browser windows have to be closed to remove the blocking.","Si se establece en 0, esta función se desactiva. Al alcanzar el límite, el usuario será bloqueado usando una sesión y todas las ventanas del navegador deberán cerrarse para eliminar el bloqueo.",,site/modules/FrontendForms/FrontendForms.module,754b0201c107af8438c3fc0dff871d81
"Log IPs of blocked visitors","Registrar IPs de visitantes bloqueados",,site/modules/FrontendForms/FrontendForms.module,f61c8434d727f79a4ed033ae983a64b9
"If the box is checked, an entry with the IP address of the visitor, the form id and the date will be stored in the logfiles after the visitor was blocked.","Si la casilla está marcada, se almacenará una entrada con la dirección IP del visitante, el ID del formulario y la fecha en los archivos de registro después de que el visitante haya sido bloqueado.",,site/modules/FrontendForms/FrontendForms.module,b5df7d3e871c3e99fe9235b5e95ab2fe
"Please note, that you have to inform your users in your privacy policy, that the IP address will be stored in this case.","Ten en cuenta que debes informar a tus usuarios en tu política de privacidad que la dirección IP se almacenará en este caso.",,site/modules/FrontendForms/FrontendForms.module,78a1cef918f4226af7097ed07914ea7d
"Measure 2: Time-trap - Measuring time until form submission","Medida 2: Trampa de tiempo - Medir el tiempo hasta el envío del formulario",,site/modules/FrontendForms/FrontendForms.module,5504982d2bb660c3327806054dc09d5c
"Min time before form submission","Tiempo mínimo antes del envío del formulario",,site/modules/FrontendForms/FrontendForms.module,c18393d954f62604d9f34be940b2b4ab
"Please set the min time in seconds before a form should be submitted.","Por favor, establece el tiempo mínimo en segundos antes de que un formulario deba enviarse.",,site/modules/FrontendForms/FrontendForms.module,0485473a9712015f60760549e57e2c6d
"If set to 0 then this feature is disabled. This feature measures the time between loading and submitting a form. If it is to fast (fe a spam bot) it will lead to a form error.","Si se establece en 0, esta función se desactiva. Esta función mide el tiempo entre la carga y el envío de un formulario. Si es demasiado rápido (por ejemplo, un bot de spam), resultará en un error de formulario.",,site/modules/FrontendForms/FrontendForms.module,7c7ae07258f9227ba85f1f8ee9e005eb
"Max time until form submission","Tiempo máximo hasta el envío del formulario",,site/modules/FrontendForms/FrontendForms.module,5622c3cbb7ef8c0fae9e2e28120a2e38
"Please set the max time in seconds until a form should be submitted.","Por favor, establece el tiempo máximo en segundos hasta que un formulario deba enviarse.",,site/modules/FrontendForms/FrontendForms.module,9e3909f2bb5f12b4b6b4514d23f41bdf
"If set to 0 then this feature is disabled. This feature measures the time between loading and submitting a form. If it is to slow (fe a spam bot analyzing the form) it will lead to a form error.","Si se establece en 0, esta función se desactiva. Esta función mide el tiempo entre la carga y el envío de un formulario. Si es demasiado lento (por ejemplo, un bot de spam analizando el formulario), resultará en un error de formulario.",,site/modules/FrontendForms/FrontendForms.module,d31721ec7a27f1cd09ec10f10cebf88f
"Measure 3: Honeypot field","Medida 3: Campo honeypot",,site/modules/FrontendForms/FrontendForms.module,4320c93ec048c331f3ad3e101522f505
"Add honeypot field to form","Añadir campo honeypot al formulario",,site/modules/FrontendForms/FrontendForms.module,81644780bcc7945b7e9a887d8c959f4b
"If the box is checked, an invisible honeypot field for spam protection will be added to the form.","Si la casilla está marcada, se añadirá un campo honeypot invisible para protección contra spam al formulario.",,site/modules/FrontendForms/FrontendForms.module,ccc4f0013866de7c16f450c3697e17e5
"It is recommended to use a honeypot field. Disable this feature only if you have a good reason to do so.","Se recomienda usar un campo honeypot. Desactiva esta función solo si tienes una buena razón para hacerlo.",,site/modules/FrontendForms/FrontendForms.module,27dd2d676c95f2a4eb948201642370cf
"Measure 4: Using IP blacklist","Medida 4: Usar lista negra de IP",,site/modules/FrontendForms/FrontendForms.module,4f534cf37ae3780a28e420034d067e92
"Check IP of visitors","Verificar IP de los visitantes",,site/modules/FrontendForms/FrontendForms.module,938c38d175ad8e62e626c1cde8188ab9
"Enable checking of visitors IP against blacklist","Habilitar la verificación de la IP de los visitantes contra la lista negra",,site/modules/FrontendForms/FrontendForms.module,df6cc1214358a05197841883566dc289
"You can prevent IP addresses from viewing your forms, if they might be harmful to your site. By checking/unchecking the box, you can enable/disable the checking against the blacklist.","Puedes evitar que las direcciones IP vean tus formularios si podrían ser dañinas para tu sitio. Marcando/desmarcando la casilla, puedes habilitar/deshabilitar la verificación contra la lista negra.",,site/modules/FrontendForms/FrontendForms.module,98c877cac3653e94f97c9bafcbc1b769
"This only works, if there is at least 1 entry in the next input field","Esto solo funciona si hay al menos 1 entrada en el siguiente campo de entrada",,site/modules/FrontendForms/FrontendForms.module,55f5519cb2dac23306b2462b50f77aa2
"Blacklist of forbidden IPs","Lista negra de IPs prohibidas",,site/modules/FrontendForms/FrontendForms.module,dfe3af10424e82fb310981855ad187b8
"Please enter every IP address on a new line. Every visit of an IP address listed below prevents the form to be rendered on the frontend. Visitors see an alert box instead, that informs about the banned IP address.","Por favor, ingresa cada dirección IP en una nueva línea. Cada visita de una dirección IP listada abajo impide que el formulario se renderice en el frontend. Los visitantes verán una caja de alerta en su lugar, que informa sobre la dirección IP bloqueada.",,site/modules/FrontendForms/FrontendForms.module,581afc9021929d07a2eaf6015e23df2e
"Tip: You can take a look at the logfile for failed login attempts and enter fe. IP addresses that appear very often. Works only if logging failed attempts is enabled.","Consejo: Puedes echar un vistazo al archivo de registro para intentos de inicio de sesión fallidos e ingresar, por ejemplo, direcciones IP que aparecen con mucha frecuencia. Funciona solo si el registro de intentos fallidos está habilitado.",,site/modules/FrontendForms/FrontendForms.module,ac2812338c71d2f2dee5988591a7758a
"(disabled: Please enable GD lib to enable CAPTCHA support)","(deshabilitado: Por favor, habilita la biblioteca GD para activar el soporte de CAPTCHA)",,site/modules/FrontendForms/FrontendForms.module,0c18fdfd8f844b5490c3cc306b661716
"Measure 5: CAPTCHA","Medida 5: CAPTCHA",,site/modules/FrontendForms/FrontendForms.module,9119b3ae6e7f3e3cc764b332e5c4b0f3
"Basic settings","Configuraciones básicas",,site/modules/FrontendForms/FrontendForms.module,93d74901738e996378295fb0a59bb977
"Use a CAPTCHA","Usar un CAPTCHA",,site/modules/FrontendForms/FrontendForms.module,8edddf79a5b26d52c5d88d5df2ef5c53
"Choose whether you want to use a CAPTCHA and if so what kind.","Elige si deseas usar un CAPTCHA y, de ser así, de qué tipo.",,site/modules/FrontendForms/FrontendForms.module,e9df51855a34a5fc76ac19ae2feb3a01
"No CAPTCHA","Sin CAPTCHA",,site/modules/FrontendForms/FrontendForms.module,b23bb4764e36673626f332b94178c5ec
"Most visitors do not like CAPTCHAS, so it is recommended to use it only if you have problems with spam. If a CAPTCHA is enabled and you want to disable it on a certain form, please use the following method:","A la mayoría de los visitantes no les gustan los CAPTCHAS, por lo que se recomienda usarlo solo si tienes problemas con spam. Si un CAPTCHA está habilitado y deseas deshabilitarlo en un formulario específico, por favor usa el siguiente método:",,site/modules/FrontendForms/FrontendForms.module,adef035ce4d4b3a4429ad4f3816e0c9f
"Image width","Ancho de la imagen",,site/modules/FrontendForms/FrontendForms.module,6fed80a8c8ded2f5e14a687e4a443abc
"Please enter the width of the CAPTCHA image.","Por favor, ingresa el ancho de la imagen CAPTCHA.",,site/modules/FrontendForms/FrontendForms.module,d3d1465e3f3487c41ab326e01b1af0f5
"Please enter the height of the CAPTCHA image.","Por favor, ingresa la altura de la imagen CAPTCHA.",,site/modules/FrontendForms/FrontendForms.module,31ae3fed05208e141c7d53e5ba81f7b3
"Image height","Altura de la imagen",,site/modules/FrontendForms/FrontendForms.module,2aa3aa9d021c7cfffb5afa08f52fbc51
Offset,Desplazamiento,,site/modules/FrontendForms/FrontendForms.module,dfd0a82c4bf37b1e90b690a22a20692e
"Please set the offset in px for the puzzle piece.","Por favor, establece el desplazamiento en píxeles para la pieza del rompecabezas.",,site/modules/FrontendForms/FrontendForms.module,768eca1ed547eca00ccf011d5965dcf3
"The lower the value, the more precisely the puzzle piece must be placed (highest allowed value: 25)","Cuanto menor sea el valor, más precisamente debe colocarse la pieza del rompecabezas (valor máximo permitido: 25)",,site/modules/FrontendForms/FrontendForms.module,125e79ecb78f0bd719a4f1ce1d0b0bcd
"Please enter a simple question.","Por favor, ingresa una pregunta simple.",,site/modules/FrontendForms/FrontendForms.module,43741f6690a2e9fdfeb31bec1256a6e3
Question,Pregunta,,site/modules/FrontendForms/FrontendForms.module,a97ea56b0e00b2379736ae60869ff66a
"The question should be as simple as possible.","La pregunta debería ser lo más simple posible.",,site/modules/FrontendForms/FrontendForms.module,26deae250b75041ac95356308282b3cd
"For example: What color has a green apple?","Por ejemplo: ¿De qué color es una manzana verde?",,site/modules/FrontendForms/FrontendForms.module,9ab98b4c1aeeff244bb72c7c32a24bb3
"Please enter various accepted answers (each on a separate line!!).","Por favor, ingresa varias respuestas aceptadas (¡cada una en una línea separada!).",,site/modules/FrontendForms/FrontendForms.module,2a7d24a0ec9fd2aa89bf61daf2cfd703
"Accepted answers","Respuestas aceptadas",,site/modules/FrontendForms/FrontendForms.module,cce75deb233360295f6767182c938f32
"You can enter as many possible answers as you want, but at least one. You do not have to pay attention to upper and lower case letters (For example: ""Green"" ist the same as ""green"").","Puedes ingresar tantas respuestas posibles como desees, pero al menos una. No tienes que prestar atención a las letras mayúsculas y minúsculas (Por ejemplo: ""Verde"" es lo mismo que ""verde"").",,site/modules/FrontendForms/FrontendForms.module,0a21b20cae23f15cb9670eaa9a43c176
"Enter serveral answers (each on a new line) that will be accepted. For example: green, color green, is green","Ingresa varias respuestas (cada una en una nueva línea) que serán aceptadas. Por ejemplo: verde, color verde, es verde",,site/modules/FrontendForms/FrontendForms.module,718ff6327d50b46b85385ef573e025b9
"Image background settings","Configuraciones de fondo de la imagen",,site/modules/FrontendForms/FrontendForms.module,ee19916811cfab5d6de311e94d3c49a9
"Set the styling of the background for the CAPTCHA image.","Establece el estilo del fondo para la imagen CAPTCHA.",,site/modules/FrontendForms/FrontendForms.module,1d44ca6ef8dd52497b29a9c37f76eaf2
"Random or custom colors","Colores aleatorios o personalizados",,site/modules/FrontendForms/FrontendForms.module,f25c9776cc2d89abe89e9fa7f2281652
"Select if you want to use (a) certain color(s) or (a) random color(s) for the background.","Selecciona si deseas usar (un) color(es) específico(s) o (un) color(es) aleatorio(s) para el fondo.",,site/modules/FrontendForms/FrontendForms.module,71c08e5d1f7f44044a094b39bf5e565a
"If you want to adapt the color(s) to your project design, it is recommended to use custom color(s) instead of random.","Si deseas adaptar el(los) color(es) al diseño de tu proyecto, se recomienda usar color(es) personalizado(s) en lugar de aleatorios.",,site/modules/FrontendForms/FrontendForms.module,55d725efd297c4b468dc7518cc40eb82
"Custom color(s)","Color(es) personalizado(s)",,site/modules/FrontendForms/FrontendForms.module,ebabdd05abebec507a4c6ef7146dcaba
"Random color(s)","Color(es) aleatorio(s)",,site/modules/FrontendForms/FrontendForms.module,d120d366f6a0e5056d21f11cc3559ff9
"Number of colors","Número de colores",,site/modules/FrontendForms/FrontendForms.module,99274ce1196f2c3e23a38225b8bbed64
"Select how much random colors should be used for the background","Selecciona cuántos colores aleatorios deberían usarse para el fondo",,site/modules/FrontendForms/FrontendForms.module,587cc4e09504f450da1a3b95a6092fe9
"If set to 0, then there is no limit for the colors, but it is recommended not to set the value too high. A good starting point will be 5.","Si se establece en 0, entonces no hay límite para los colores, pero se recomienda no establecer un valor demasiado alto. Un buen punto de partida será 5.",,site/modules/FrontendForms/FrontendForms.module,9b8f7d9269ac6709628797704e7a4b77
"The color(s) for the background","El(los) color(es) para el fondo",,site/modules/FrontendForms/FrontendForms.module,9b046f93a31816c966e27f64b05d9cd7
"Set the colors for the background in HEX color format (fe #ddd). Each color must be written on a new line.","Establece los colores para el fondo en formato de color HEX (por ejemplo, #ddd). Cada color debe escribirse en una nueva línea.",,site/modules/FrontendForms/FrontendForms.module,76fe7dd3b8f82c279b2763d6ca04bc22
"At least one color is required, but it is recommended to use more than 1 color to make the background more inhomogeneous and therefore more difficult for spam bots to read the content","Se requiere al menos un color, pero se recomienda usar más de 1 color para hacer el fondo más inhomogéneo y, por lo tanto, más difícil de leer para los bots de spam",,site/modules/FrontendForms/FrontendForms.module,3ba79bd84460b3fc81eebc4843037163
"Character settings","Configuraciones de caracteres",,site/modules/FrontendForms/FrontendForms.module,afed711430f187894468d6b1f4aa183d
"Set the styling of the text (character string or calculation) based on your own preferences.","Establece el estilo del texto (cadena de caracteres o cálculo) según tus propias preferencias.",,site/modules/FrontendForms/FrontendForms.module,283c028cbe75c4877a15759ac4930553
"Refresh all font files","Actualizar todos los archivos de fuentes",,site/modules/FrontendForms/FrontendForms.module,472cc19d33b43f35dcd12ec4cb24caa7
"Font family","Familia de fuentes",,site/modules/FrontendForms/FrontendForms.module,4c0ff9700cc0ef77c92b2627bdcd1fb8
"Select the font family for the text.","Selecciona la familia de fuentes para el texto.",,site/modules/FrontendForms/FrontendForms.module,8f4bd2facb32186e5968770712baddd0
"If there are no files available in the input field or you have transferred the site, please click the button below to refresh all font files.","Si no hay archivos disponibles en el campo de entrada o has transferido el sitio, por favor haz clic en el botón de abajo para actualizar todos los archivos de fuentes.",,site/modules/FrontendForms/FrontendForms.module,8c521358e299e7318acc203ed1db0ea1
"Font size","Tamaño de fuente",,site/modules/FrontendForms/FrontendForms.module,c4943062b634c56348c67fdebba808eb
"Set the font size for the text.","Establece el tamaño de fuente para el texto.",,site/modules/FrontendForms/FrontendForms.module,60973eb094a3786a796064423aa20426
"Font color","Color de fuente",,site/modules/FrontendForms/FrontendForms.module,ad32ba59a021a0d085e49b3659b49a61
"Set the color for the text.","Establece el color para el texto.",,site/modules/FrontendForms/FrontendForms.module,27809ad6c5bcee11ff20693795d45b0c
"Please enter a valid HEX color code.","Por favor, ingresa un código de color HEX válido.",,site/modules/FrontendForms/FrontendForms.module,ffa799e120c7103672b4557e76df0f8a
Characterset,Conjunto de caracteres,,site/modules/FrontendForms/FrontendForms.module,5f3ecf11d83ac2aa0b53a9bbeea203d0
"Enter the characters, that should be used to create a random text for CAPTCHAS.","Ingresa los caracteres que deberían usarse para crear un texto aleatorio para CAPTCHAS.",,site/modules/FrontendForms/FrontendForms.module,6a85062d0c804b4c5adf43fa1ca5aed5
"Number of characters","Número de caracteres",,site/modules/FrontendForms/FrontendForms.module,c1a1e703a48e07a079ac1ccb0f0d8aa0
"Enter the number of character you want the text to consist of (A recommended value is 4 or 5).","Ingresa el número de caracteres que deseas que contenga el texto (un valor recomendado es 4 o 5).",,site/modules/FrontendForms/FrontendForms.module,fb1c8d142fac600867b13d5f067ed462
"Characters not in one line","Caracteres no en una sola línea",,site/modules/FrontendForms/FrontendForms.module,15a582488065b792fb92fe9386197434
"Position characters randomly","Posicionar caracteres aleatoriamente",,site/modules/FrontendForms/FrontendForms.module,860dc181140a829f649a0755ae31d021
"If checked, the characters the text consists of will not be displayed in one line. They will be displayed randomly in various positions and angles (recommended).","Si está marcado, los caracteres que componen el texto no se mostrarán en una sola línea. Se mostrarán aleatoriamente en varias posiciones y ángulos (recomendado).",,site/modules/FrontendForms/FrontendForms.module,c37d99f65e8e2085868792f5e1f4b5ff
"Distortion lines","Líneas de distorsión",,site/modules/FrontendForms/FrontendForms.module,4beb44eafdd5231978423b469bd971a1
"Add distortion lines over the image to make it more difficult for spam bots to read the content.","Añade líneas de distorsión sobre la imagen para dificultar que los bots de spam lean el contenido.",,site/modules/FrontendForms/FrontendForms.module,e7e24b0cf5186dc4c18173adbd031c94
"Number of distortion lines","Número de líneas de distorsión",,site/modules/FrontendForms/FrontendForms.module,8519b96a86ba24b5f6883b8200b91b9f
"Set how many lines should be drawn over the image.","Establece cuántas líneas deben dibujarse sobre la imagen.",,site/modules/FrontendForms/FrontendForms.module,72d25d42255fc8d96adbfd4c5e9ba8f2
"If set to 0 then this feature is disabled. Max number is 100. You can enter the number in steps of 5. Afterwards check it on the frontend by refreshing the CAPTCHA multiple times, if the amount of lines is too low or to high.","Si se establece en 0, esta función se desactiva. El número máximo es 100. Puedes ingresar el número en pasos de 5. Después, compruébalo en el frontend actualizando el CAPTCHA varias veces, si la cantidad de líneas es demasiado baja o alta.",,site/modules/FrontendForms/FrontendForms.module,14e239cd93d64e4390ed975a753bfaf3
"Select if you want to use (a) certain color(s) or (a) random color(s) for the lines.","Selecciona si deseas usar (un) color(es) específico(s) o (un) color(es) aleatorio(s) para las líneas.",,site/modules/FrontendForms/FrontendForms.module,491a6cac8541cc78d7925c3ceef7f024
"Custom colors","Colores personalizados",,site/modules/FrontendForms/FrontendForms.module,4d242c36821c23128c3179f40c446885
"Random colors","Colores aleatorios",,site/modules/FrontendForms/FrontendForms.module,62bb385691974ed7640884c322b44caa
"Select how much random colors should be used for the lines.","Selecciona cuántos colores aleatorios deberían usarse para las líneas.",,site/modules/FrontendForms/FrontendForms.module,f630b4caba21e4aaffa8ae4f44336dd5
"If you enter the value 0, then the number of colors used is equal to the number of distortion lines. On the other hand, the entered value corresponds to the number of colors that are used.","Si ingresas el valor 0, el número de colores usados será igual al número de líneas de distorsión. Por otro lado, el valor ingresado corresponde al número de colores que se usan.",,site/modules/FrontendForms/FrontendForms.module,84b49b3ce15277fa4de2a0f77d0fe387
"The color(s) for the lines above the image","El(los) color(es) para las líneas sobre la imagen",,site/modules/FrontendForms/FrontendForms.module,b9907f099940b663fa9e076f641480cd
"Set the colors for the lines in HEX color format (fe #000). Each color must be written on a new line.","Establece los colores para las líneas en formato de color HEX (por ejemplo, #000). Cada color debe escribirse en una nueva línea.",,site/modules/FrontendForms/FrontendForms.module,5e91bb7b7d7257ccb7a9c60771ef7012
"At least one color is required, but it is recommended to use more than 1 color to make the lines more inhomogeneous and therefore more difficult for spam bots to read the content.","Se requiere al menos un color, pero se recomienda usar más de 1 color para hacer las líneas más inhomogéneas y, por lo tanto, más difíciles de leer para los bots de spam.",,site/modules/FrontendForms/FrontendForms.module,511caa2f1e3219908a3597d4f5288adf
"Image filters","Filtros de imagen",,site/modules/FrontendForms/FrontendForms.module,48bcdf367c079bbfc5f5233f6432bd9e
"Add filters to images to make it more difficult to identify the content.","Añade filtros a las imágenes para dificultar la identificación del contenido.",,site/modules/FrontendForms/FrontendForms.module,6dd9fd1b2f363d2d5c5e8365f429891f
Blur,Desenfoque,,site/modules/FrontendForms/FrontendForms.module,8b52de510bc5497ac43abfe566be48ab
"Blur the image by selecting the blur value: The higher the value, the stronger the blur effect.","Desenfoca la imagen seleccionando el valor de desenfoque: cuanto mayor sea el valor, más fuerte será el efecto de desenfoque.",,site/modules/FrontendForms/FrontendForms.module,bbef5aa6cc8511a8edca9773fa084861
"If you enter the value 0, then the blur effect is disabled. The maximum value is 10.","Si ingresas el valor 0, el efecto de desenfoque se desactiva. El valor máximo es 10.",,site/modules/FrontendForms/FrontendForms.module,7d80c2f87c30b8aa210c4bb6650f4a1a
Pixelate,Pixelar,,site/modules/FrontendForms/FrontendForms.module,ede099ef4618afd096177ccb467e265e
"Pixelate the image by selecting the pixelate value: The higher the value, the stronger the pixelate effect.","Pixela la imagen seleccionando el valor de pixelado: cuanto mayor sea el valor, más fuerte será el efecto de pixelado.",,site/modules/FrontendForms/FrontendForms.module,b2dad63dabd1b3e13d1da4808e29ef1e
"If you enter the value 0, then the pixelate effect is disabled. The maximum value is 5.","Si ingresas el valor 0, el efecto de pixelado se desactiva. El valor máximo es 5.",,site/modules/FrontendForms/FrontendForms.module,bbe0703acd4b287327a3656e78aca3dc
Grayscale,Escala de grises,,site/modules/FrontendForms/FrontendForms.module,d3f6975213fb5546d8486b54b025dbd7
"Remove colors from the image","Eliminar colores de la imagen",,site/modules/FrontendForms/FrontendForms.module,4aa81c1497ba7c1440416a9141c944ed
"By clicking the box, all colors of the image will be removed.","Al hacer clic en la casilla, se eliminarán todos los colores de la imagen.",,site/modules/FrontendForms/FrontendForms.module,7aee2ffca0b08af0d124bbfb2a4cfa4d
"Measure 6: Password field settings","Medida 6: Configuraciones del campo de contraseña",,site/modules/FrontendForms/FrontendForms.module,5ee3e61a7f764ca8a3bd077cf845e39b
"Increase site security by checking passwords against a blacklist of popular passwords. This is useful if you offer user registration on your site to prevent users entering unsafe passwords.","Aumenta la seguridad del sitio verificando las contraseñas contra una lista negra de contraseñas populares. Esto es útil si ofreces registro de usuarios en tu sitio para evitar que ingresen contraseñas inseguras.",,site/modules/FrontendForms/FrontendForms.module,133caad862ece632e59451e3b1cd6c07
"Password blacklist","Lista negra de contraseñas",,site/modules/FrontendForms/FrontendForms.module,1d7943b0b5369c708f0b1940e07ae03e
"Enter passwords, that are forbidden (each on a new line).","Ingresa contraseñas que estén prohibidas (cada una en una nueva línea).",,site/modules/FrontendForms/FrontendForms.module,0d115dd1fb4cf58b2ec6dc7822f3a88c
"This list will be used by the ""safePassword"" validator to validate a password field against unsafe passwords.","Esta lista será utilizada por el validador ""safePassword"" para validar un campo de contraseña contra contraseñas inseguras.",,site/modules/FrontendForms/FrontendForms.module,ce1c6c0ced054ae23a321c48b45ac302
"The validator returns false, if the password was found on the blacklist, otherwise true.","El validador devuelve falso si la contraseña se encuentra en la lista negra, de lo contrario, verdadero.",,site/modules/FrontendForms/FrontendForms.module,b6cf1acd91e352816808c3913e07c5d1
"The list will be populated automatically with appropriate passwords from the top 100 passwords list below, but you can add your own passwords too - They will not get overwritten during the blacklistlist update.","La lista se llenará automáticamente con contraseñas apropiadas de la lista de las 100 contraseñas principales a continuación, pero también puedes añadir tus propias contraseñas; no se sobrescribirán durante la actualización de la lista negra.",,site/modules/FrontendForms/FrontendForms.module,d790ea07d2e07faf567a50419d39dca2
"Current number of entries in the blacklist: %s.","Número actual de entradas en la lista negra: %s.",,site/modules/FrontendForms/FrontendForms.module,993f2e329f72b2d0870250b5c50f5d73
"Last update of the blacklist: %s.","Última actualización de la lista negra: %s.",,site/modules/FrontendForms/FrontendForms.module,bb2213b318964547475f73f3fb953dc0
"List of top 100 most common passwords","Lista de las 100 contraseñas más comunes",,site/modules/FrontendForms/FrontendForms.module,1a2221effd2dd07046ab56d166bcce74
"The passwords in the list below are unsafe and a serious security issue for each account on your site.","Las contraseñas en la lista a continuación son inseguras y representan un serio problema de seguridad para cada cuenta en tu sitio.",,site/modules/FrontendForms/FrontendForms.module,6b79473f36991081d423f6513a123adf
"All passwords were taken from %s (Open Web Application Security Project).","Todas las contraseñas fueron tomadas de %s (Proyecto de Seguridad de Aplicaciones Web Abiertas).",,site/modules/FrontendForms/FrontendForms.module,d0b42da605a0606ecd8fa960841ce7af
"Source of the passwords: %s","Fuente de las contraseñas: %s",,site/modules/FrontendForms/FrontendForms.module,77c85a1a4109581578458405b756c2e9
"Please note:","Por favor, ten en cuenta:",,site/modules/FrontendForms/FrontendForms.module,46889411c124e301871882ff4073fc92
"Only passwords that matches your password requirements will be added to the blacklist after pressing the update button or during the automatic update.","Solo las contraseñas que cumplan con tus requisitos de contraseña se añadirán a la lista negra después de presionar el botón de actualización o durante la actualización automática.",,site/modules/FrontendForms/FrontendForms.module,59b1ad05932fd2b86fc45b0e09b198df
"Passwords which do not fulfill your password requirements, do not need to be on the list and will be filtered out before. The blacklist should be as short as possible to prevent performance issues.","Las contraseñas que no cumplan con tus requisitos de contraseña no necesitan estar en la lista y serán filtradas antes. La lista negra debe ser lo más corta posible para evitar problemas de rendimiento.",,site/modules/FrontendForms/FrontendForms.module,458339b982f4d2daa634c9b1e9d089fb
"If your blacklist is very long, it would be better to increase the password requirements.","Si tu lista negra es muy larga, sería mejor aumentar los requisitos de contraseña.",,site/modules/FrontendForms/FrontendForms.module,a25acf3cd1f2fdd333d1303edb97e150
"If no passwords from this list will be added does not mean that it would not work - it means that your password requirements are high enough to filter out all of these passwords before.","Si no se añaden contraseñas de esta lista, no significa que no funcione; significa que tus requisitos de contraseña son lo suficientemente altos como para filtrar todas estas contraseñas antes.",,site/modules/FrontendForms/FrontendForms.module,f9fbc00e63ce069fc76155e22f858b11
"Current password requirements settings:","Configuraciones actuales de requisitos de contraseña:",,site/modules/FrontendForms/FrontendForms.module,96823f990b24a8434d6f384f886cac1f
"A password must contain at least one of the following characters:","Una contraseña debe contener al menos uno de los siguientes caracteres:",,site/modules/FrontendForms/FrontendForms.module,27c0974a7e22792e2c0e27e54f96e9c6
"No password requirements have been set!","¡No se han establecido requisitos de contraseña!",,site/modules/FrontendForms/FrontendForms.module,979083b28045c36b48be1d5fa27be1a5
"To the password field edit page","A la página de edición del campo de contraseña",,site/modules/FrontendForms/FrontendForms.module,ae7850d0d0d0551097e9f426b2bfde13
here,aquí,,site/modules/FrontendForms/FrontendForms.module,6c92285fa6d3e827b198d120ea3ac674
"If you have the permission to change the password requirements, you can do it %s.","Si tienes permiso para cambiar los requisitos de contraseña, puedes hacerlo %s.",,site/modules/FrontendForms/FrontendForms.module,845532b7dd03d16d0343c17a7311c660
"The password list will be checked once a month automatically if something has been changed on GitHub.","La lista de contraseñas se verificará automáticamente una vez al mes si algo ha cambiado en GitHub.",,site/modules/FrontendForms/FrontendForms.module,93cbe1827920bbdd2573c4ae92a7950c
"Last download date: %s (%s).","Última fecha de descarga: %s (%s).",,site/modules/FrontendForms/FrontendForms.module,28ecd261247fe6c61a385d3ab4fc2685
"Last modification date on GitHub: %s (%s).","Última fecha de modificación en GitHub: %s (%s).",,site/modules/FrontendForms/FrontendForms.module,b96ea78424deca4e1032adb0802d1412
"Last check for passwords date: %s (%s).","Última fecha de verificación de contraseñas: %s (%s).",,site/modules/FrontendForms/FrontendForms.module,22c7c49c85ed49c7858df6c8cb21edc5
"After the check, all passwords that fulfill your password requirements and are not on your blacklist, will be added automatically.","Tras la verificación, todas las contraseñas que cumplan con tus requisitos de contraseña y no estén en tu lista negra se añadirán automáticamente.",,site/modules/FrontendForms/FrontendForms.module,6bc6e0d1f764efb00040aac49eaaec53
"You do not need to add them manually.","No necesitas añadirlas manualmente.",,site/modules/FrontendForms/FrontendForms.module,e3ffe31b2046f8826e95d725ebaef1fd
"If you do not want to wait until the next automatic update, you can update your blacklist manually by pressing the button below.","Si no quieres esperar hasta la próxima actualización automática, puedes actualizar tu lista negra manualmente presionando el botón a continuación.",,site/modules/FrontendForms/FrontendForms.module,e912e71e62f77e3fffe781d3c91974fd
"Update blacklist manually","Actualizar lista negra manualmente",,site/modules/FrontendForms/FrontendForms.module,6329ceb780aab5da57c1c79443c73c39
"Top 100 most common passwords in %s (Last list update on GitHub: %s)","Las 100 contraseñas más comunes en %s (Última actualización de la lista en GitHub: %s)",,site/modules/FrontendForms/FrontendForms.module,417a20d3e4484f039e5b24f93d03da6e
"Passwords with a colored background are on your blacklist.","Las contraseñas con un fondo de color están en tu lista negra.",,site/modules/FrontendForms/FrontendForms.module,99de8df35b1830663c49b938281472c3
"Sorry, but the file passwords.txt does not exist. Please press the update button above.","Lo sentimos, pero el archivo passwords.txt no existe. Por favor, presiona el botón de actualización arriba.",,site/modules/FrontendForms/FrontendForms.module,572d75e94ed50b9994a0d578b2c553ce
"Measure 7: HTML5 browser validation","Medida 7: Validación del navegador HTML5",,site/modules/FrontendForms/FrontendForms.module,9d9f46a2c4ba5210752aef4b7d02a010
"Use HTML5 browser validation in addition to server side validation.","Usa la validación del navegador HTML5 además de la validación del lado del servidor.",,site/modules/FrontendForms/FrontendForms.module,24f55ddac7dd6ef394098749b8a036c8
